FIPS,County,State,Type,RE,Sex,AYA (15-39 years),Alcohol-associated,All Site,Bladder,Brain & ONS,Cervix,Cervix (21-65 years),Cervix (Early Stage),Cervix (Late Stage),Colon & Rectum,Colon & Rectum (45-75 years),Colon & Rectum (Early Stage),Colon & Rectum (Late Stage),"Corpus Uteri & Uterus, NOS",Esophagus,Female Breast,Female Breast (40-74 years),Female Breast (Early Stage),Female Breast (Late Stage),HPV-associated,Head and Neck,Kidney & Renal Pelvis,Leukemia,Liver & IBD,Lung & Bronchus,Lung & Bronchus (50-80 years),Lung & Bronchus (Early Stage),Lung & Bronchus (Late Stage),Melanoma of the Skin,Non-Hodgkin Lymphoma,Obesity-associated,Oral Cavity & Pharynx,Ovary,Pancreas,Pediatric (0-19 years),Prostate,Stomach,Thyroid,Tobacco-associated
49009,Daggett County,Utah,Incidence,Asian/Pacific Islander NH,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49009,Daggett County,Utah,Incidence,Asian/Pacific Islander NH,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49009,Daggett County,Utah,Incidence,Asian/Pacific Islander NH,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49009,Daggett County,Utah,Incidence,Black NH,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49009,Daggett County,Utah,Incidence,Black NH,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49009,Daggett County,Utah,Incidence,Black NH,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49009,Daggett County,Utah,Incidence,Hispanic,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49009,Daggett County,Utah,Incidence,Hispanic,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49009,Daggett County,Utah,Incidence,Hispanic,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49009,Daggett County,Utah,Incidence,White NH,All,,,497.9418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49009,Daggett County,Utah,Incidence,White NH,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49009,Daggett County,Utah,Incidence,White NH,Male,,,524.7727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49011,Davis County,Utah,Incidence,All,All,86.3286,106.9393,428.5325,16.6932,8.8116,4.8339,7.3462,,2.6727,29.6046,54.595,11.8006,15.9537,25.8019,2.969,117.3784,235.437,76.546,39.3817,7.6252,28.7151,16.2508,13.1672,5.4316,22.3829,67.9473,6.3576,14.4342,47.4901,19.2382,154.0914,8.9098,9.9372,12.5983,24.6934,156.7316,4.14,16.9371,125.0238
49011,Davis County,Utah,Incidence,All,Female,107.9051,153.6806,383.5163,5.3091,6.6495,4.8339,7.3462,,2.6727,26.7843,50.6975,10.2607,14.5062,25.8019,,117.3784,235.437,76.546,39.3817,8.8265,31.0323,13.1953,11.3189,4.3824,18.7119,58.4785,6.0814,11.2586,39.8183,16.4377,208.5194,5.6433,9.9372,10.7328,26.1639,,3.5343,23.8363,96.2097
49011,Davis County,Utah,Incidence,All,Male,65.1197,58.392,487.479,30.1398,11.2291,,,,,32.904,58.4377,13.5244,17.9409,,5.3022,,,,,6.4739,27.1844,19.6099,15.4787,6.6009,26.8308,78.7647,6.7882,18.2142,57.3295,22.7108,97.5906,12.4806,,14.9304,23.383,156.7316,4.8417,10.2675,159.0171
49011,Davis County,Utah,Incidence,American Indian/Alaska Native NH,All,,,614.8496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49011,Davis County,Utah,Incidence,American Indian/Alaska Native NH,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49011,Davis County,Utah,Incidence,American Indian/Alaska Native NH,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49011,Davis County,Utah,Incidence,Asian/Pacific Islander NH,All,73.9408,101.9996,327.1382,,,,,,,,,,,,,75.9274,167.1545,,,,38.0011,,,,,,,,,,160.3039,,,,,113.5448,,,128.4446
49011,Davis County,Utah,Incidence,Asian/Pacific Islander NH,Female,,125.8588,324.651,,,,,,,,,,,,,75.9274,167.1545,,,,,,,,,,,,,,211.4453,,,,,,,,120.7866
49011,Davis County,Utah,Incidence,Asian/Pacific Islander NH,Male,,,364.2415,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.6216,,,,,113.5448,,,143.657
49011,Davis County,Utah,Incidence,Black NH,All,,,420.5512,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.2306,,,,,294.0641,,,162.8386
49011,Davis County,Utah,Incidence,Black NH,Female,,,267.7558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49011,Davis County,Utah,Incidence,Black NH,Male,,,582.6001,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.6547,,,,,294.0641,,,219.3993
49011,Davis County,Utah,Incidence,Hispanic,All,73.262,137.7425,430.9478,,,,,,,45.5644,122.8273,16.1384,25.0131,,,149.713,310.0561,97.3196,50.8665,,28.2765,25.3109,,,26.9684,74.5165,,,,25.5642,196.9486,,,,22.8474,154.8854,,17.9213,143.8661
49011,Davis County,Utah,Incidence,Hispanic,Female,91.2594,191.3974,417.1099,,,,,,,31.9209,96.3196,,,,,149.713,310.0561,97.3196,50.8665,,33.6334,,,,,,,,,,252.7296,,,,,,,27.455,112.3119
49011,Davis County,Utah,Incidence,Hispanic,Male,57.0801,82.7794,466.7869,,,,,,,63.4285,153.961,,36.1397,,,,,,,,,,,,,,,,,,138.8641,,,,,154.8854,,,186.1578
49011,Davis County,Utah,Incidence,White NH,All,88.4926,104.1262,426.6021,17.3458,9.3398,4.7889,7.1624,,2.5372,28.0251,49.2325,10.776,15.5527,25.2082,2.9791,116.0942,232.3502,76.5394,38.4011,7.593,28.2368,16.1859,13.1424,4.7238,21.8506,66.7198,6.1942,14.3369,51.3268,19.1437,149.7519,8.9556,9.854,12.3961,25.0651,153.9668,3.4242,16.2653,122.3858
49011,Davis County,Utah,Incidence,White NH,Female,108.4723,151.2989,380.0959,5.7234,7.1819,4.7889,7.1624,,2.5372,26.2189,48.0544,9.866,14.5099,25.2082,,116.0942,232.3502,76.5394,38.4011,8.8738,29.6885,13.2982,11.1966,3.8613,17.9187,57.0622,6.3906,10.4714,43.1591,16.284,204.1952,5.5955,9.854,10.4727,27.4279,,2.6752,22.4524,93.7051
49011,Davis County,Utah,Incidence,White NH,Male,68.663,55.5704,485.8867,30.9052,11.7044,,,,,30.2498,50.2365,11.8999,17.047,,5.4547,,,,,6.3943,27.5355,19.3622,15.5636,5.733,26.5136,77.5031,6.0946,18.7995,61.546,22.5387,93.9027,12.583,,14.7956,22.961,153.9668,4.2709,10.3164,155.9256
49013,Duchesne County,Utah,Incidence,All,All,81.6201,131.7642,470.6945,24.7613,,,,,,36.0909,77.1931,,20.48,,,123.8096,222.9431,73.6324,46.0258,19.1847,42.3587,17.263,,,42.1518,139.9503,,30.519,38.8858,,176.1479,16.9503,,,,129.1169,,18.7176,184.5501
49013,Duchesne County,Utah,Incidence,All,Female,135.0557,163.5571,397.6301,,,,,,,,,,,,,123.8096,222.9431,73.6324,46.0258,,34.1948,,,,34.3078,,,,,,219.284,,,,,,,,121.7708
49013,Duchesne County,Utah,Incidence,All,Male,,97.5779,542.3645,45.2616,,,,,,40.2314,97.3212,,,,,,,,,,49.3326,,,,52.1244,148.4227,,36.4811,45.5152,,129.9941,29.5533,,,,129.1169,,,247.0246
49013,Duchesne County,Utah,Incidence,American Indian/Alaska Native NH,All,,,782.7688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49013,Duchesne County,Utah,Incidence,American Indian/Alaska Native NH,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49013,Duchesne County,Utah,Incidence,American Indian/Alaska Native NH,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49013,Duchesne County,Utah,Incidence,Asian/Pacific Islander NH,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49013,Duchesne County,Utah,Incidence,Asian/Pacific Islander NH,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49013,Duchesne County,Utah,Incidence,Asian/Pacific Islander NH,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49013,Duchesne County,Utah,Incidence,Black NH,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49013,Duchesne County,Utah,Incidence,Black NH,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49013,Duchesne County,Utah,Incidence,Black NH,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49013,Duchesne County,Utah,Incidence,Hispanic,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49013,Duchesne County,Utah,Incidence,Hispanic,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49013,Duchesne County,Utah,Incidence,Hispanic,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49013,Duchesne County,Utah,Incidence,White NH,All,91.5965,131.4787,475.4228,25.5687,,,,,,34.4723,72.3505,,,,,126.3578,229.2277,72.4198,49.6122,21.2694,39.0769,,,,44.1484,145.9185,,31.5499,41.6162,,170.7993,16.5192,,,,136.2815,,,185.33
49013,Duchesne County,Utah,Incidence,White NH,Female,148.1393,159.563,384.5464,,,,,,,,,,,,,126.3578,229.2277,72.4198,49.6122,,,,,,,,,,,,197.3439,,,,,,,,112.1145
49013,Duchesne County,Utah,Incidence,White NH,Male,,100.0309,563.4271,46.2703,,,,,,43.9669,105.0072,,,,,,,,,,45.4437,,,,56.1848,161.1893,,39.5298,49.6611,,139.6582,,,,,136.2815,,,256.9524
49015,Emery County,Utah,Incidence,All,All,,77.9777,364.9021,,,,,,,27.8902,,,,,,65.8566,,,,,27.0387,,,,27.2529,,,,37.9233,,130.4179,,,,,103.5838,,,120.7299
49015,Emery County,Utah,Incidence,All,Female,,86.2154,306.379,,,,,,,,,,,,,65.8566,,,,,,,,,,,,,,,159.8132,,,,,,,,86.8503
49015,Emery County,Utah,Incidence,All,Male,,68.3079,427.7296,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.2562,,,,,103.5838,,,158.1362
49015,Emery County,Utah,Incidence,American Indian/Alaska Native NH,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49015,Emery County,Utah,Incidence,American Indian/Alaska Native NH,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49015,Emery County,Utah,Incidence,American Indian/Alaska Native NH,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49015,Emery County,Utah,Incidence,Asian/Pacific Islander NH,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49015,Emery County,Utah,Incidence,Asian/Pacific Islander NH,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49015,Emery County,Utah,Incidence,Asian/Pacific Islander NH,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49015,Emery County,Utah,Incidence,Black NH,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49015,Emery County,Utah,Incidence,Black NH,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49015,Emery County,Utah,Incidence,Black NH,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49015,Emery County,Utah,Incidence,Hispanic,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49015,Emery County,Utah,Incidence,Hispanic,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49015,Emery County,Utah,Incidence,Hispanic,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49015,Emery County,Utah,Incidence,White NH,All,,82.4153,364.7548,,,,,,,29.4373,,,,,,70.1455,,,,,28.8985,,,,,,,,40.6226,,132.9871,,,,,101.8993,,,116.0905
49015,Emery County,Utah,Incidence,White NH,Female,,91.8998,320.3495,,,,,,,,,,,,,70.1455,,,,,,,,,,,,,,,165.5315,,,,,,,,85.2502
49015,Emery County,Utah,Incidence,White NH,Male,,71.8693,414.2982,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.2806,,,,,101.8993,,,151.0514
49017,Garfield County,Utah,Incidence,All,All,,72.849,380.8156,,,,,,,,,,,,,99.9755,,,,,,,,,40.4131,,,,,,114.0401,,,,,80.6395,,,148.0109
49017,Garfield County,Utah,Incidence,All,Female,,114.5486,342.132,,,,,,,,,,,,,99.9755,,,,,,,,,,,,,,,149.3518,,,,,,,,102.327
49017,Garfield County,Utah,Incidence,All,Male,,,438.5854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.6395,,,204.5289
49017,Garfield County,Utah,Incidence,American Indian/Alaska Native NH,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49017,Garfield County,Utah,Incidence,American Indian/Alaska Native NH,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49017,Garfield County,Utah,Incidence,American Indian/Alaska Native NH,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49017,Garfield County,Utah,Incidence,Asian/Pacific Islander NH,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49017,Garfield County,Utah,Incidence,Asian/Pacific Islander NH,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49017,Garfield County,Utah,Incidence,Asian/Pacific Islander NH,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49017,Garfield County,Utah,Incidence,Black NH,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49017,Garfield County,Utah,Incidence,Black NH,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49017,Garfield County,Utah,Incidence,Black NH,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49017,Garfield County,Utah,Incidence,Hispanic,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49017,Garfield County,Utah,Incidence,Hispanic,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49017,Garfield County,Utah,Incidence,Hispanic,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49017,Garfield County,Utah,Incidence,White NH,All,,82.3287,391.1823,,,,,,,,,,,,,112.3322,,,,,,,,,43.7679,,,,,,122.3822,,,,,75.8942,,,160.4417
49017,Garfield County,Utah,Incidence,White NH,Female,,129.4432,362.7045,,,,,,,,,,,,,112.3322,,,,,,,,,,,,,,,156.5459,,,,,,,,113.516
49017,Garfield County,Utah,Incidence,White NH,Male,,,436.2943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.8942,,,215.3908
49019,Grand County,Utah,Incidence,All,All,,109.1487,380.3822,,,,,,,27.2146,,,,,,115.5407,229.4582,62.3417,,,26.259,,,,31.1677,95.169,,23.7971,,,139.341,,,,,105.0795,,,132.6177
49019,Grand County,Utah,Incidence,All,Female,,144.0307,330.6911,,,,,,,,,,,,,115.5407,229.4582,62.3417,,,,,,,,,,,,,165.6791,,,,,,,,72.5107
49019,Grand County,Utah,Incidence,All,Male,,74.6243,436.6069,,,,,,,,,,,,,,,,,,,,,,47.9853,,,,,,114.9036,,,,,105.0795,,,201.8218
49019,Grand County,Utah,Incidence,American Indian/Alaska Native NH,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49019,Grand County,Utah,Incidence,American Indian/Alaska Native NH,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49019,Grand County,Utah,Incidence,American Indian/Alaska Native NH,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49019,Grand County,Utah,Incidence,Asian/Pacific Islander NH,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49019,Grand County,Utah,Incidence,Asian/Pacific Islander NH,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49019,Grand County,Utah,Incidence,Asian/Pacific Islander NH,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49019,Grand County,Utah,Incidence,Black NH,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49019,Grand County,Utah,Incidence,Black NH,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49019,Grand County,Utah,Incidence,Black NH,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49019,Grand County,Utah,Incidence,Hispanic,All,,,495.2235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49019,Grand County,Utah,Incidence,Hispanic,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49019,Grand County,Utah,Incidence,Hispanic,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49019,Grand County,Utah,Incidence,White NH,All,,98.8917,371.7484,,,,,,,,,,,,,91.8607,158.5146,52.223,,,,,,,33.2469,99.8201,,25.3834,,,130.331,,,,,110.7314,,,137.1927
49019,Grand County,Utah,Incidence,White NH,Female,,123.1997,316.6699,,,,,,,,,,,,,91.8607,158.5146,52.223,,,,,,,,,,,,,158.6569,,,,,,,,74.2198
49019,Grand County,Utah,Incidence,White NH,Male,,74.0297,431.643,,,,,,,,,,,,,,,,,,,,,,51.7659,,,,,,102.5995,,,,,110.7314,,,208.2191
49021,Iron County,Utah,Incidence,All,All,61.9747,104.7976,419.4432,19.2643,7.3887,,,,,35.3243,80.1191,11.929,22.0041,20.9251,6.2634,93.9631,170.6396,53.7016,38.6281,10.0512,23.6761,21.6416,15.5857,6.7708,26.9292,86.413,7.2832,17.5377,45.8166,14.8406,159.3578,8.8333,,14.4761,,113.6196,,13.0602,153.7721
49021,Iron County,Utah,Incidence,All,Female,73.0256,131.7298,355.775,,,,,,,31.0062,61.7817,,18.946,20.9251,,93.9631,170.6396,53.7016,38.6281,,19.8124,14.5494,12.168,,27.6887,96.6238,,16.1915,34.4396,13.4986,186.6574,,,,,,,15.8972,107.7173
49021,Iron County,Utah,Incidence,All,Male,51.5828,76.7516,487.2347,33.7901,,,,,,39.7531,98.6463,13.4579,25.1866,,,,,,,,27.5055,29.418,18.8281,,25.8263,74.2345,,18.8497,58.504,16.0858,131.8269,14.4198,,20.0101,,113.6196,,,201.8703
49021,Iron County,Utah,Incidence,American Indian/Alaska Native NH,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49021,Iron County,Utah,Incidence,American Indian/Alaska Native NH,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49021,Iron County,Utah,Incidence,American Indian/Alaska Native NH,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49021,Iron County,Utah,Incidence,Asian/Pacific Islander NH,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49021,Iron County,Utah,Incidence,Asian/Pacific Islander NH,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49021,Iron County,Utah,Incidence,Asian/Pacific Islander NH,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49021,Iron County,Utah,Incidence,Black NH,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49021,Iron County,Utah,Incidence,Black NH,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49021,Iron County,Utah,Incidence,Black NH,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49021,Iron County,Utah,Incidence,Hispanic,All,,195.353,563.774,,,,,,,,,,,,,281.6453,,,,,,,,,,,,,,,290.5138,,,,,,,,226.9203
49021,Iron County,Utah,Incidence,Hispanic,Female,,322.1697,648.8911,,,,,,,,,,,,,281.6453,,,,,,,,,,,,,,,449.8046,,,,,,,,
49021,Iron County,Utah,Incidence,Hispanic,Male,,,500.1919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319.8004
49021,Iron County,Utah,Incidence,White NH,All,66.3966,100.2572,410.4927,18.3539,8.1159,,,,,34.3614,73.2251,12.1935,21.2683,21.8691,,87.4024,163.8616,51.1708,35.5254,9.8276,24.2296,22.4271,16.181,7.029,26.479,84.9278,7.8015,16.3857,41.692,15.5138,155.3834,8.9741,,14.465,,110.102,,13.3252,151.7116
49021,Iron County,Utah,Incidence,White NH,Female,73.3028,124.5346,342.4278,,,,,,,30.2776,55.0874,,18.3179,21.8691,,87.4024,163.8616,51.1708,35.5254,,19.4648,14.0379,13.01,,28.2053,97.6659,,15.7488,29.8649,,177.0448,,,,,,,15.2321,106.0069
49021,Iron County,Utah,Incidence,White NH,Male,59.7337,75.6032,482.3185,31.112,,,,,,38.7154,91.8062,14.3041,24.4113,,,,,,,,28.8922,31.4987,19.1159,,24.5479,70.8019,,17.1086,54.5909,17.5484,133.9159,14.3799,,21.1244,,110.102,,,199.1717
49023,Juab County,Utah,Incidence,All,All,95.7915,122.3091,447.4466,,,,,,,36.57,,,,,,121.6669,213.8639,70.298,,,,,,,39.1033,,,,,,180.4722,,,,,107.3473,,,169.1327
49023,Juab County,Utah,Incidence,All,Female,,162.9356,427.9841,,,,,,,,,,,,,121.6669,213.8639,70.298,,,,,,,,,,,,,224.4487,,,,,,,,126.2253
49023,Juab County,Utah,Incidence,All,Male,,84.9289,477.5542,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.5853,,,,,107.3473,,,218.5951
49023,Juab County,Utah,Incidence,American Indian/Alaska Native NH,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49023,Juab County,Utah,Incidence,American Indian/Alaska Native NH,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49023,Juab County,Utah,Incidence,American Indian/Alaska Native NH,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49023,Juab County,Utah,Incidence,Asian/Pacific Islander NH,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49023,Juab County,Utah,Incidence,Asian/Pacific Islander NH,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49023,Juab County,Utah,Incidence,Asian/Pacific Islander NH,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49023,Juab County,Utah,Incidence,Black NH,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49023,Juab County,Utah,Incidence,Black NH,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49023,Juab County,Utah,Incidence,Black NH,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49023,Juab County,Utah,Incidence,Hispanic,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49023,Juab County,Utah,Incidence,Hispanic,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49023,Juab County,Utah,Incidence,Hispanic,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49023,Juab County,Utah,Incidence,White NH,All,100.3144,116.9894,441.769,,,,,,,36.7867,,,,,,116.8264,220.0861,65.9994,,,,,,,36.6676,,,,,,182.3517,,,,,95.3271,,,165.5302
49023,Juab County,Utah,Incidence,White NH,Female,,160.2172,427.5186,,,,,,,,,,,,,116.8264,220.0861,65.9994,,,,,,,,,,,,,228.8383,,,,,,,,123.0588
49023,Juab County,Utah,Incidence,White NH,Male,,78.5604,467.1895,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.2624,,,,,95.3271,,,214.7244
49025,Kane County,Utah,Incidence,All,All,,109.6363,472.8691,,,,,,,,,,,,,142.4869,299.0688,75.028,57.9058,,,,,,25.2708,,,,59.6274,25.9668,167.8333,,,,,158.1479,,,123.8072
49025,Kane County,Utah,Incidence,All,Female,,165.5445,467.1315,,,,,,,,,,,,,142.4869,299.0688,75.028,57.9058,,,,,,,,,,67.1263,,255.866,,,,,,,,101.2917
49025,Kane County,Utah,Incidence,All,Male,,53.658,487.1675,,,,,,,,,,,,,,,,,,,,,,,,,,52.5585,,79.7147,,,,,158.1479,,,142.0026
49025,Kane County,Utah,Incidence,American Indian/Alaska Native NH,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49025,Kane County,Utah,Incidence,American Indian/Alaska Native NH,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49025,Kane County,Utah,Incidence,American Indian/Alaska Native NH,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49025,Kane County,Utah,Incidence,Asian/Pacific Islander NH,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49025,Kane County,Utah,Incidence,Asian/Pacific Islander NH,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49025,Kane County,Utah,Incidence,Asian/Pacific Islander NH,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49025,Kane County,Utah,Incidence,Black NH,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49025,Kane County,Utah,Incidence,Black NH,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49025,Kane County,Utah,Incidence,Black NH,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49025,Kane County,Utah,Incidence,Hispanic,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49025,Kane County,Utah,Incidence,Hispanic,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49025,Kane County,Utah,Incidence,Hispanic,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49025,Kane County,Utah,Incidence,White NH,All,,110.2372,462.4524,,,,,,,,,,,,,139.2497,309.1165,67.734,61.4664,,,,,,,,,,49.4509,27.3506,171.35,,,,,155.7433,,,127.265
49025,Kane County,Utah,Incidence,White NH,Female,,163.8538,466.7676,,,,,,,,,,,,,139.2497,309.1165,67.734,61.4664,,,,,,,,,,,,260.2411,,,,,,,,107.8528
49025,Kane County,Utah,Incidence,White NH,Male,,54.0489,461.5572,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.5086,,,,,155.7433,,,142.6786
49027,Millard County,Utah,Incidence,All,All,108.375,112.2402,393.122,,,,,,,35.0102,,,,,,115.9798,235.4381,65.6995,50.2803,,,,,,18.3025,,,,25.8532,,157.4895,,,,,139.9009,,,123.1125
49027,Millard County,Utah,Incidence,All,Female,,169.1271,377.4118,,,,,,,,,,,,,115.9798,235.4381,65.6995,50.2803,,,,,,,,,,,,230.4144,,,,,,,,123.8975
49027,Millard County,Utah,Incidence,All,Male,,58.3875,413.864,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.5959,,,,,139.9009,,,125.4452
