"FIPS","County","State","Type","RE","Sex","All.Site","Bladder","Brain...ONS","Cervix","Colon...Rectum","Corpus.Uteri...Uterus..NOS","Esophagus","Female.Breast","Kidney...Renal.Pelvis","Leukemia","Liver...IBD","Lung...Bronchus","Melanoma.of.the.Skin","Non.Hodgkin.Lymphoma","Oral.Cavity...Pharynx","Ovary","Pancreas","Prostate","Stomach","Thyroid"
16045,"Gem County","Idaho","Mortality","American Indian/Alaska Native NH","All",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16045,"Gem County","Idaho","Mortality","American Indian/Alaska Native NH","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16045,"Gem County","Idaho","Mortality","American Indian/Alaska Native NH","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16045,"Gem County","Idaho","Mortality","Asian/Pacific Islander NH","All",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16045,"Gem County","Idaho","Mortality","Asian/Pacific Islander NH","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16045,"Gem County","Idaho","Mortality","Asian/Pacific Islander NH","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16045,"Gem County","Idaho","Mortality","Black NH","All",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16045,"Gem County","Idaho","Mortality","Black NH","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16045,"Gem County","Idaho","Mortality","Black NH","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16045,"Gem County","Idaho","Mortality","Hispanic","All",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16045,"Gem County","Idaho","Mortality","Hispanic","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16045,"Gem County","Idaho","Mortality","Hispanic","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16045,"Gem County","Idaho","Mortality","White NH","All",143.4,NA,NA,NA,13.5,NA,NA,NA,NA,NA,NA,32.7,NA,NA,NA,NA,13.6,NA,NA,NA
16045,"Gem County","Idaho","Mortality","White NH","Female",133.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.8,NA,NA,NA,NA,NA,NA,NA,NA
16045,"Gem County","Idaho","Mortality","White NH","Male",154.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.4,NA,NA,NA,NA,NA,NA,NA,NA
16047,"Gooding County","Idaho","Mortality","All","All",133.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.2,NA,NA,NA,NA,NA,NA,NA,NA
16047,"Gooding County","Idaho","Mortality","All","Female",104.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.7,NA,NA,NA,NA,NA,NA,NA,NA
16047,"Gooding County","Idaho","Mortality","All","Male",162.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16047,"Gooding County","Idaho","Mortality","American Indian/Alaska Native NH","All",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16047,"Gooding County","Idaho","Mortality","American Indian/Alaska Native NH","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16047,"Gooding County","Idaho","Mortality","American Indian/Alaska Native NH","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16047,"Gooding County","Idaho","Mortality","Asian/Pacific Islander NH","All",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16047,"Gooding County","Idaho","Mortality","Asian/Pacific Islander NH","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16047,"Gooding County","Idaho","Mortality","Asian/Pacific Islander NH","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16047,"Gooding County","Idaho","Mortality","Black NH","All",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16047,"Gooding County","Idaho","Mortality","Black NH","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16047,"Gooding County","Idaho","Mortality","Black NH","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16047,"Gooding County","Idaho","Mortality","Hispanic","All",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16047,"Gooding County","Idaho","Mortality","Hispanic","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16047,"Gooding County","Idaho","Mortality","Hispanic","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16047,"Gooding County","Idaho","Mortality","White NH","All",149.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.6,NA,NA,NA,NA,NA,NA,NA,NA
16047,"Gooding County","Idaho","Mortality","White NH","Female",115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,NA
16047,"Gooding County","Idaho","Mortality","White NH","Male",184.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16049,"Idaho County","Idaho","Mortality","All","All",149.9,NA,NA,NA,15.5,NA,NA,NA,NA,NA,NA,24.6,NA,NA,NA,NA,14.6,NA,NA,NA
16049,"Idaho County","Idaho","Mortality","All","Female",138.3,NA,NA,NA,19.8,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA
16049,"Idaho County","Idaho","Mortality","All","Male",161.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.4,NA,NA,NA,NA,20,24.6,NA,NA
16049,"Idaho County","Idaho","Mortality","American Indian/Alaska Native NH","All",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16049,"Idaho County","Idaho","Mortality","American Indian/Alaska Native NH","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16049,"Idaho County","Idaho","Mortality","American Indian/Alaska Native NH","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16049,"Idaho County","Idaho","Mortality","Asian/Pacific Islander NH","All",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16049,"Idaho County","Idaho","Mortality","Asian/Pacific Islander NH","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16049,"Idaho County","Idaho","Mortality","Asian/Pacific Islander NH","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16049,"Idaho County","Idaho","Mortality","Black NH","All",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16049,"Idaho County","Idaho","Mortality","Black NH","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16049,"Idaho County","Idaho","Mortality","Black NH","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16049,"Idaho County","Idaho","Mortality","Hispanic","All",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16049,"Idaho County","Idaho","Mortality","Hispanic","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16049,"Idaho County","Idaho","Mortality","Hispanic","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16049,"Idaho County","Idaho","Mortality","White NH","All",152.4,NA,NA,NA,15.7,NA,NA,NA,NA,NA,NA,25.8,NA,NA,NA,NA,14.7,NA,NA,NA
16049,"Idaho County","Idaho","Mortality","White NH","Female",143,NA,NA,NA,20.7,NA,NA,NA,NA,NA,NA,25.3,NA,NA,NA,NA,NA,NA,NA,NA
16049,"Idaho County","Idaho","Mortality","White NH","Male",161.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.5,NA,NA,NA,NA,19.7,25.7,NA,NA
16051,"Jefferson County","Idaho","Mortality","All","All",119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.3,NA,NA,NA,NA,12.4,NA,NA,NA
16051,"Jefferson County","Idaho","Mortality","All","Female",111,NA,NA,NA,NA,NA,NA,25.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16051,"Jefferson County","Idaho","Mortality","All","Male",127.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16051,"Jefferson County","Idaho","Mortality","American Indian/Alaska Native NH","All",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16051,"Jefferson County","Idaho","Mortality","American Indian/Alaska Native NH","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16051,"Jefferson County","Idaho","Mortality","American Indian/Alaska Native NH","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16051,"Jefferson County","Idaho","Mortality","Asian/Pacific Islander NH","All",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16051,"Jefferson County","Idaho","Mortality","Asian/Pacific Islander NH","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16051,"Jefferson County","Idaho","Mortality","Asian/Pacific Islander NH","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16051,"Jefferson County","Idaho","Mortality","Black NH","All",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16051,"Jefferson County","Idaho","Mortality","Black NH","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16051,"Jefferson County","Idaho","Mortality","Black NH","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16051,"Jefferson County","Idaho","Mortality","Hispanic","All",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16051,"Jefferson County","Idaho","Mortality","Hispanic","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16051,"Jefferson County","Idaho","Mortality","Hispanic","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16051,"Jefferson County","Idaho","Mortality","White NH","All",124.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.5,NA,NA,NA,NA,13.3,NA,NA,NA
16051,"Jefferson County","Idaho","Mortality","White NH","Female",117.5,NA,NA,NA,NA,NA,NA,27.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16051,"Jefferson County","Idaho","Mortality","White NH","Male",131.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16053,"Jerome County","Idaho","Mortality","All","All",144.9,NA,NA,NA,16.7,NA,NA,NA,NA,NA,NA,23.5,NA,NA,NA,NA,NA,NA,NA,NA
16053,"Jerome County","Idaho","Mortality","All","Female",143.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16053,"Jerome County","Idaho","Mortality","All","Male",147.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16053,"Jerome County","Idaho","Mortality","American Indian/Alaska Native NH","All",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16053,"Jerome County","Idaho","Mortality","American Indian/Alaska Native NH","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16053,"Jerome County","Idaho","Mortality","American Indian/Alaska Native NH","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16053,"Jerome County","Idaho","Mortality","Asian/Pacific Islander NH","All",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16053,"Jerome County","Idaho","Mortality","Asian/Pacific Islander NH","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16053,"Jerome County","Idaho","Mortality","Asian/Pacific Islander NH","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16053,"Jerome County","Idaho","Mortality","Black NH","All",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16053,"Jerome County","Idaho","Mortality","Black NH","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16053,"Jerome County","Idaho","Mortality","Black NH","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16053,"Jerome County","Idaho","Mortality","Hispanic","All",110.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16053,"Jerome County","Idaho","Mortality","Hispanic","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16053,"Jerome County","Idaho","Mortality","Hispanic","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16053,"Jerome County","Idaho","Mortality","White NH","All",158.2,NA,NA,NA,20.4,NA,NA,NA,NA,NA,NA,22.5,NA,NA,NA,NA,NA,NA,NA,NA
16053,"Jerome County","Idaho","Mortality","White NH","Female",153.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16053,"Jerome County","Idaho","Mortality","White NH","Male",163.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16055,"Kootenai County","Idaho","Mortality","All","All",151.4,4.6,5.2,NA,12.8,NA,3.8,NA,4.3,5.8,5.2,31,3.6,5.1,2.7,NA,11.5,NA,1.5,NA
16055,"Kootenai County","Idaho","Mortality","All","Female",128.9,NA,3.3,NA,9.9,4.9,NA,20.4,2.9,4.6,2.3,29.1,NA,3.8,NA,6,9.7,NA,NA,NA
16055,"Kootenai County","Idaho","Mortality","All","Male",182.4,8.5,7.1,NA,16.1,NA,7.2,NA,6.1,7.3,8.7,34,5.7,6.7,3.9,NA,13.4,24.2,NA,NA
16055,"Kootenai County","Idaho","Mortality","American Indian/Alaska Native NH","All",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16055,"Kootenai County","Idaho","Mortality","American Indian/Alaska Native NH","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16055,"Kootenai County","Idaho","Mortality","American Indian/Alaska Native NH","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16055,"Kootenai County","Idaho","Mortality","Asian/Pacific Islander NH","All",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16055,"Kootenai County","Idaho","Mortality","Asian/Pacific Islander NH","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16055,"Kootenai County","Idaho","Mortality","Asian/Pacific Islander NH","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16055,"Kootenai County","Idaho","Mortality","Black NH","All",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16055,"Kootenai County","Idaho","Mortality","Black NH","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16055,"Kootenai County","Idaho","Mortality","Black NH","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16055,"Kootenai County","Idaho","Mortality","Hispanic","All",108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16055,"Kootenai County","Idaho","Mortality","Hispanic","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16055,"Kootenai County","Idaho","Mortality","Hispanic","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16055,"Kootenai County","Idaho","Mortality","White NH","All",153.4,4.5,5.3,NA,12.2,NA,3.9,NA,4.2,6,5.2,31.6,3.6,5.1,2.8,NA,11.8,NA,NA,NA
16055,"Kootenai County","Idaho","Mortality","White NH","Female",131,NA,3.4,NA,9.5,5.1,NA,21.3,2.7,4.8,2.4,29.9,NA,3.7,NA,6.1,10,NA,NA,NA
16055,"Kootenai County","Idaho","Mortality","White NH","Male",183.8,8.3,7.2,NA,15.4,NA,7.5,NA,6.3,7.4,8.6,34.3,5.9,6.9,4,NA,13.7,24.9,NA,NA
16057,"Latah County","Idaho","Mortality","All","All",138.8,NA,NA,NA,9.3,NA,NA,NA,NA,7.7,7.5,21.6,NA,NA,NA,NA,12.7,NA,NA,NA
16057,"Latah County","Idaho","Mortality","All","Female",124.4,NA,NA,NA,NA,NA,NA,22.8,NA,NA,NA,22.7,NA,NA,NA,NA,NA,NA,NA,NA
16057,"Latah County","Idaho","Mortality","All","Male",157.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.9,NA,NA,NA,NA,NA,22.5,NA,NA
16057,"Latah County","Idaho","Mortality","American Indian/Alaska Native NH","All",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16057,"Latah County","Idaho","Mortality","American Indian/Alaska Native NH","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16057,"Latah County","Idaho","Mortality","American Indian/Alaska Native NH","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16057,"Latah County","Idaho","Mortality","Asian/Pacific Islander NH","All",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16057,"Latah County","Idaho","Mortality","Asian/Pacific Islander NH","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16057,"Latah County","Idaho","Mortality","Asian/Pacific Islander NH","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16057,"Latah County","Idaho","Mortality","Black NH","All",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16057,"Latah County","Idaho","Mortality","Black NH","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16057,"Latah County","Idaho","Mortality","Black NH","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16057,"Latah County","Idaho","Mortality","Hispanic","All",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16057,"Latah County","Idaho","Mortality","Hispanic","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16057,"Latah County","Idaho","Mortality","Hispanic","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16057,"Latah County","Idaho","Mortality","White NH","All",141.5,NA,NA,NA,9.7,NA,NA,NA,NA,8,NA,22.3,NA,NA,NA,NA,12,NA,NA,NA
16057,"Latah County","Idaho","Mortality","White NH","Female",128,NA,NA,NA,NA,NA,NA,23.9,NA,NA,NA,23.4,NA,NA,NA,NA,NA,NA,NA,NA
16057,"Latah County","Idaho","Mortality","White NH","Male",159.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.6,NA,NA,NA,NA,NA,23.1,NA,NA
16059,"Lemhi County","Idaho","Mortality","All","All",152.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.2,NA,NA,NA,NA,NA,NA,NA,NA
16059,"Lemhi County","Idaho","Mortality","All","Female",117.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16059,"Lemhi County","Idaho","Mortality","All","Male",188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.2,NA,NA,NA,NA,NA,NA,NA,NA
16059,"Lemhi County","Idaho","Mortality","American Indian/Alaska Native NH","All",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16059,"Lemhi County","Idaho","Mortality","American Indian/Alaska Native NH","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16059,"Lemhi County","Idaho","Mortality","American Indian/Alaska Native NH","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16059,"Lemhi County","Idaho","Mortality","Asian/Pacific Islander NH","All",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16059,"Lemhi County","Idaho","Mortality","Asian/Pacific Islander NH","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16059,"Lemhi County","Idaho","Mortality","Asian/Pacific Islander NH","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16059,"Lemhi County","Idaho","Mortality","Black NH","All",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16059,"Lemhi County","Idaho","Mortality","Black NH","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16059,"Lemhi County","Idaho","Mortality","Black NH","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16059,"Lemhi County","Idaho","Mortality","Hispanic","All",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16059,"Lemhi County","Idaho","Mortality","Hispanic","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16059,"Lemhi County","Idaho","Mortality","Hispanic","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16059,"Lemhi County","Idaho","Mortality","White NH","All",150.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.3,NA,NA,NA,NA,NA,NA,NA,NA
16059,"Lemhi County","Idaho","Mortality","White NH","Female",116.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16059,"Lemhi County","Idaho","Mortality","White NH","Male",184.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.6,NA,NA,NA,NA,NA,NA,NA,NA
16061,"Lewis County","Idaho","Mortality","All","All",168.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16061,"Lewis County","Idaho","Mortality","All","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16061,"Lewis County","Idaho","Mortality","All","Male",266.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16061,"Lewis County","Idaho","Mortality","American Indian/Alaska Native NH","All",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16061,"Lewis County","Idaho","Mortality","American Indian/Alaska Native NH","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16061,"Lewis County","Idaho","Mortality","American Indian/Alaska Native NH","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16061,"Lewis County","Idaho","Mortality","Asian/Pacific Islander NH","All",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16061,"Lewis County","Idaho","Mortality","Asian/Pacific Islander NH","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16061,"Lewis County","Idaho","Mortality","Asian/Pacific Islander NH","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
