cat,GEOID,Tract,County,State,measure,value,RE,Sex,def,fmt,source,lbl
Environment,30081000501,Census Tract 5.01,Ravalli County,Montana,Cable_B_download,1000.0,,,Cable Download Speed for Business,int,"FCC, DEC 2023",1000.0
Environment,30081000502,Census Tract 5.02,Ravalli County,Montana,Cable_B_download,1000.0,,,Cable Download Speed for Business,int,"FCC, DEC 2023",1000.0
Environment,30081000601,Census Tract 6.01,Ravalli County,Montana,Cable_B_download,1000.0,,,Cable Download Speed for Business,int,"FCC, DEC 2023",1000.0
Environment,30081000602,Census Tract 6.02,Ravalli County,Montana,Cable_B_download,1000.0,,,Cable Download Speed for Business,int,"FCC, DEC 2023",1000.0
Environment,30081000700,Census Tract 7.00,Ravalli County,Montana,Cable_B_download,0.0,,,Cable Download Speed for Business,int,"FCC, DEC 2023",0.0
Environment,30081000800,Census Tract 8.00,Ravalli County,Montana,Cable_B_download,0.0,,,Cable Download Speed for Business,int,"FCC, DEC 2023",0.0
Environment,30083070100,Census Tract 701.00,Richland County,Montana,Cable_B_download,900.0,,,Cable Download Speed for Business,int,"FCC, DEC 2023",900.0
Environment,30083070200,Census Tract 702.00,Richland County,Montana,Cable_B_download,900.0,,,Cable Download Speed for Business,int,"FCC, DEC 2023",900.0
Environment,30083070301,Census Tract 703.01,Richland County,Montana,Cable_B_download,903.3763837563253,,,Cable Download Speed for Business,int,"FCC, DEC 2023",903.4
Environment,30083070302,Census Tract 703.02,Richland County,Montana,Cable_B_download,900.0,,,Cable Download Speed for Business,int,"FCC, DEC 2023",900.0
Environment,30083070400,Census Tract 704.00,Richland County,Montana,Cable_B_download,900.0,,,Cable Download Speed for Business,int,"FCC, DEC 2023",900.0
Environment,30085080100,Census Tract 801.00,Roosevelt County,Montana,Cable_B_download,0.0,,,Cable Download Speed for Business,int,"FCC, DEC 2023",0.0
Environment,30085940001,Census Tract 9400.01,Roosevelt County,Montana,Cable_B_download,371.4854992251495,,,Cable Download Speed for Business,int,"FCC, DEC 2023",371.5
Environment,30085940002,Census Tract 9400.02,Roosevelt County,Montana,Cable_B_download,0.0,,,Cable Download Speed for Business,int,"FCC, DEC 2023",0.0
Environment,30087000100,Census Tract 1.00,Rosebud County,Montana,Cable_B_download,142.5601909987722,,,Cable Download Speed for Business,int,"FCC, DEC 2023",142.6
Environment,30087000200,Census Tract 2.00,Rosebud County,Montana,Cable_B_download,0.0,,,Cable Download Speed for Business,int,"FCC, DEC 2023",0.0
Environment,30087000300,Census Tract 3.00,Rosebud County,Montana,Cable_B_download,0.0,,,Cable Download Speed for Business,int,"FCC, DEC 2023",0.0
Environment,30087940400,Census Tract 9404.00,Rosebud County,Montana,Cable_B_download,701.5838732901368,,,Cable Download Speed for Business,int,"FCC, DEC 2023",701.6
Environment,30089000100,Census Tract 1.00,Sanders County,Montana,Cable_B_download,0.0,,,Cable Download Speed for Business,int,"FCC, DEC 2023",0.0
Environment,30089000201,Census Tract 2.01,Sanders County,Montana,Cable_B_download,0.0,,,Cable Download Speed for Business,int,"FCC, DEC 2023",0.0
Environment,30089000202,Census Tract 2.02,Sanders County,Montana,Cable_B_download,25.04458314757022,,,Cable Download Speed for Business,int,"FCC, DEC 2023",25.0
Environment,30089940300,Census Tract 9403.00,Sanders County,Montana,Cable_B_download,369.62025316455697,,,Cable Download Speed for Business,int,"FCC, DEC 2023",369.6
Environment,30091090200,Census Tract 902.00,Sheridan County,Montana,Cable_B_download,639.3851267137516,,,Cable Download Speed for Business,int,"FCC, DEC 2023",639.4
Environment,30091090400,Census Tract 904.00,Sheridan County,Montana,Cable_B_download,0.0,,,Cable Download Speed for Business,int,"FCC, DEC 2023",0.0
Environment,30093000101,Census Tract 1.01,Silver Bow County,Montana,Cable_B_download,1000.0,,,Cable Download Speed for Business,int,"FCC, DEC 2023",1000.0
Environment,30093000102,Census Tract 1.02,Silver Bow County,Montana,Cable_B_download,1000.0,,,Cable Download Speed for Business,int,"FCC, DEC 2023",1000.0
Environment,30093000200,Census Tract 2.00,Silver Bow County,Montana,Cable_B_download,1000.0,,,Cable Download Speed for Business,int,"FCC, DEC 2023",1000.0
Environment,30093000300,Census Tract 3.00,Silver Bow County,Montana,Cable_B_download,1000.0,,,Cable Download Speed for Business,int,"FCC, DEC 2023",1000.0
Environment,30093000400,Census Tract 4.00,Silver Bow County,Montana,Cable_B_download,1000.0,,,Cable Download Speed for Business,int,"FCC, DEC 2023",1000.0
Environment,30093000500,Census Tract 5.00,Silver Bow County,Montana,Cable_B_download,1000.0,,,Cable Download Speed for Business,int,"FCC, DEC 2023",1000.0
Environment,30093000600,Census Tract 6.00,Silver Bow County,Montana,Cable_B_download,1000.0,,,Cable Download Speed for Business,int,"FCC, DEC 2023",1000.0
Environment,30093000700,Census Tract 7.00,Silver Bow County,Montana,Cable_B_download,1000.0,,,Cable Download Speed for Business,int,"FCC, DEC 2023",1000.0
Environment,30093000800,Census Tract 8.00,Silver Bow County,Montana,Cable_B_download,1000.0,,,Cable Download Speed for Business,int,"FCC, DEC 2023",1000.0
Environment,30095966400,Census Tract 9664.00,Stillwater County,Montana,Cable_B_download,513.5203436947182,,,Cable Download Speed for Business,int,"FCC, DEC 2023",513.5
Environment,30095966500,Census Tract 9665.00,Stillwater County,Montana,Cable_B_download,0.0,,,Cable Download Speed for Business,int,"FCC, DEC 2023",0.0
Environment,30095966600,Census Tract 9666.00,Stillwater County,Montana,Cable_B_download,787.0821161960403,,,Cable Download Speed for Business,int,"FCC, DEC 2023",787.1
Environment,30097967000,Census Tract 9670.00,Sweet Grass County,Montana,Cable_B_download,774.3338771071234,,,Cable Download Speed for Business,int,"FCC, DEC 2023",774.3
Environment,30099000100,Census Tract 1.00,Teton County,Montana,Cable_B_download,0.0,,,Cable Download Speed for Business,int,"FCC, DEC 2023",0.0
Environment,30099000200,Census Tract 2.00,Teton County,Montana,Cable_B_download,0.0,,,Cable Download Speed for Business,int,"FCC, DEC 2023",0.0
Environment,30099000300,Census Tract 3.00,Teton County,Montana,Cable_B_download,1000.0,,,Cable Download Speed for Business,int,"FCC, DEC 2023",1000.0
Environment,30101000100,Census Tract 1.00,Toole County,Montana,Cable_B_download,0.0,,,Cable Download Speed for Business,int,"FCC, DEC 2023",0.0
Environment,30101000200,Census Tract 2.00,Toole County,Montana,Cable_B_download,588.1977671451356,,,Cable Download Speed for Business,int,"FCC, DEC 2023",588.2
Environment,30101980000,Census Tract 9800.00,Toole County,Montana,Cable_B_download,0.0,,,Cable Download Speed for Business,int,"FCC, DEC 2023",0.0
Environment,30103963500,Census Tract 9635.00,Treasure County,Montana,Cable_B_download,1000.0,,,Cable Download Speed for Business,int,"FCC, DEC 2023",1000.0
Environment,30105100100,Census Tract 1001.00,Valley County,Montana,Cable_B_download,628.5178236397749,,,Cable Download Speed for Business,int,"FCC, DEC 2023",628.5
Environment,30105100500,Census Tract 1005.00,Valley County,Montana,Cable_B_download,734.4086021505376,,,Cable Download Speed for Business,int,"FCC, DEC 2023",734.4
Environment,30105940600,Census Tract 9406.00,Valley County,Montana,Cable_B_download,380.6835998745688,,,Cable Download Speed for Business,int,"FCC, DEC 2023",380.7
Environment,30107000100,Census Tract 1.00,Wheatland County,Montana,Cable_B_download,1000.0,,,Cable Download Speed for Business,int,"FCC, DEC 2023",1000.0
Environment,30109000100,Census Tract 1.00,Wibaux County,Montana,Cable_B_download,0.0,,,Cable Download Speed for Business,int,"FCC, DEC 2023",0.0
Environment,30111000200,Census Tract 2.00,Yellowstone County,Montana,Cable_B_download,1000.0,,,Cable Download Speed for Business,int,"FCC, DEC 2023",1000.0
Environment,30111000300,Census Tract 3.00,Yellowstone County,Montana,Cable_B_download,1000.0,,,Cable Download Speed for Business,int,"FCC, DEC 2023",1000.0
Environment,30111000401,Census Tract 4.01,Yellowstone County,Montana,Cable_B_download,1000.0,,,Cable Download Speed for Business,int,"FCC, DEC 2023",1000.0
Environment,30111000402,Census Tract 4.02,Yellowstone County,Montana,Cable_B_download,1000.0,,,Cable Download Speed for Business,int,"FCC, DEC 2023",1000.0
Environment,30111000500,Census Tract 5.00,Yellowstone County,Montana,Cable_B_download,1000.0,,,Cable Download Speed for Business,int,"FCC, DEC 2023",1000.0
Environment,30111000600,Census Tract 6.00,Yellowstone County,Montana,Cable_B_download,1000.0,,,Cable Download Speed for Business,int,"FCC, DEC 2023",1000.0
Environment,30111000701,Census Tract 7.01,Yellowstone County,Montana,Cable_B_download,1000.0,,,Cable Download Speed for Business,int,"FCC, DEC 2023",1000.0
Environment,30111000704,Census Tract 7.04,Yellowstone County,Montana,Cable_B_download,1000.0,,,Cable Download Speed for Business,int,"FCC, DEC 2023",1000.0
Environment,30111000705,Census Tract 7.05,Yellowstone County,Montana,Cable_B_download,1000.0,,,Cable Download Speed for Business,int,"FCC, DEC 2023",1000.0
Environment,30111000706,Census Tract 7.06,Yellowstone County,Montana,Cable_B_download,1000.0,,,Cable Download Speed for Business,int,"FCC, DEC 2023",1000.0
Environment,30111000707,Census Tract 7.07,Yellowstone County,Montana,Cable_B_download,1000.0,,,Cable Download Speed for Business,int,"FCC, DEC 2023",1000.0
Environment,30111000708,Census Tract 7.08,Yellowstone County,Montana,Cable_B_download,1000.0,,,Cable Download Speed for Business,int,"FCC, DEC 2023",1000.0
Environment,30111000800,Census Tract 8.00,Yellowstone County,Montana,Cable_B_download,1000.0,,,Cable Download Speed for Business,int,"FCC, DEC 2023",1000.0
Environment,30111000901,Census Tract 9.01,Yellowstone County,Montana,Cable_B_download,1000.0,,,Cable Download Speed for Business,int,"FCC, DEC 2023",1000.0
Environment,30111000902,Census Tract 9.02,Yellowstone County,Montana,Cable_B_download,1000.0,,,Cable Download Speed for Business,int,"FCC, DEC 2023",1000.0
Environment,30111001000,Census Tract 10.00,Yellowstone County,Montana,Cable_B_download,1000.0,,,Cable Download Speed for Business,int,"FCC, DEC 2023",1000.0
Environment,30111001100,Census Tract 11.00,Yellowstone County,Montana,Cable_B_download,1000.0,,,Cable Download Speed for Business,int,"FCC, DEC 2023",1000.0
Environment,30111001200,Census Tract 12.00,Yellowstone County,Montana,Cable_B_download,1000.0,,,Cable Download Speed for Business,int,"FCC, DEC 2023",1000.0
Environment,30111001300,Census Tract 13.00,Yellowstone County,Montana,Cable_B_download,1000.0,,,Cable Download Speed for Business,int,"FCC, DEC 2023",1000.0
Environment,30111001402,Census Tract 14.02,Yellowstone County,Montana,Cable_B_download,1000.0,,,Cable Download Speed for Business,int,"FCC, DEC 2023",1000.0
Environment,30111001403,Census Tract 14.03,Yellowstone County,Montana,Cable_B_download,1000.0,,,Cable Download Speed for Business,int,"FCC, DEC 2023",1000.0
Environment,30111001404,Census Tract 14.04,Yellowstone County,Montana,Cable_B_download,1000.0,,,Cable Download Speed for Business,int,"FCC, DEC 2023",1000.0
Environment,30111001501,Census Tract 15.01,Yellowstone County,Montana,Cable_B_download,466.031746031746,,,Cable Download Speed for Business,int,"FCC, DEC 2023",466.0
Environment,30111001502,Census Tract 15.02,Yellowstone County,Montana,Cable_B_download,291.1771481225524,,,Cable Download Speed for Business,int,"FCC, DEC 2023",291.2
Environment,30111001702,Census Tract 17.02,Yellowstone County,Montana,Cable_B_download,1000.0,,,Cable Download Speed for Business,int,"FCC, DEC 2023",1000.0
Environment,30111001703,Census Tract 17.03,Yellowstone County,Montana,Cable_B_download,1000.0,,,Cable Download Speed for Business,int,"FCC, DEC 2023",1000.0
Environment,30111001704,Census Tract 17.04,Yellowstone County,Montana,Cable_B_download,1000.0,,,Cable Download Speed for Business,int,"FCC, DEC 2023",1000.0
Environment,30111001801,Census Tract 18.01,Yellowstone County,Montana,Cable_B_download,1000.0,,,Cable Download Speed for Business,int,"FCC, DEC 2023",1000.0
Environment,30111001803,Census Tract 18.03,Yellowstone County,Montana,Cable_B_download,1000.0,,,Cable Download Speed for Business,int,"FCC, DEC 2023",1000.0
Environment,30111001804,Census Tract 18.04,Yellowstone County,Montana,Cable_B_download,1000.0,,,Cable Download Speed for Business,int,"FCC, DEC 2023",1000.0
Environment,30111001805,Census Tract 18.05,Yellowstone County,Montana,Cable_B_download,1000.0,,,Cable Download Speed for Business,int,"FCC, DEC 2023",1000.0
Environment,30111001806,Census Tract 18.06,Yellowstone County,Montana,Cable_B_download,1000.0,,,Cable Download Speed for Business,int,"FCC, DEC 2023",1000.0
Environment,30111001901,Census Tract 19.01,Yellowstone County,Montana,Cable_B_download,1000.0,,,Cable Download Speed for Business,int,"FCC, DEC 2023",1000.0
Environment,30111001902,Census Tract 19.02,Yellowstone County,Montana,Cable_B_download,1000.0,,,Cable Download Speed for Business,int,"FCC, DEC 2023",1000.0
Environment,30111940001,Census Tract 9400.01,Yellowstone County,Montana,Cable_B_download,1000.0,,,Cable Download Speed for Business,int,"FCC, DEC 2023",1000.0
Environment,30111940002,Census Tract 9400.02,Yellowstone County,Montana,Cable_B_download,638.873550524572,,,Cable Download Speed for Business,int,"FCC, DEC 2023",638.9
Environment,32001950100,Census Tract 9501.00,Churchill County,Nevada,Cable_B_download,1000.0,,,Cable Download Speed for Business,int,"FCC, DEC 2023",1000.0
Environment,32001950301,Census Tract 9503.01,Churchill County,Nevada,Cable_B_download,1000.0,,,Cable Download Speed for Business,int,"FCC, DEC 2023",1000.0
Environment,32001950302,Census Tract 9503.02,Churchill County,Nevada,Cable_B_download,1000.0,,,Cable Download Speed for Business,int,"FCC, DEC 2023",1000.0
Environment,32001950400,Census Tract 9504.00,Churchill County,Nevada,Cable_B_download,0.0,,,Cable Download Speed for Business,int,"FCC, DEC 2023",0.0
Environment,32001950500,Census Tract 9505.00,Churchill County,Nevada,Cable_B_download,0.0,,,Cable Download Speed for Business,int,"FCC, DEC 2023",0.0
Environment,32001950600,Census Tract 9506.00,Churchill County,Nevada,Cable_B_download,1000.0,,,Cable Download Speed for Business,int,"FCC, DEC 2023",1000.0
Environment,32001950700,Census Tract 9507.00,Churchill County,Nevada,Cable_B_download,1000.0,,,Cable Download Speed for Business,int,"FCC, DEC 2023",1000.0
Environment,32003000101,Census Tract 1.01,Clark County,Nevada,Cable_B_download,1069.8255610536312,,,Cable Download Speed for Business,int,"FCC, DEC 2023",1069.8
Environment,32003000103,Census Tract 1.03,Clark County,Nevada,Cable_B_download,690.4850430961636,,,Cable Download Speed for Business,int,"FCC, DEC 2023",690.5
Environment,32003000105,Census Tract 1.05,Clark County,Nevada,Cable_B_download,1000.0,,,Cable Download Speed for Business,int,"FCC, DEC 2023",1000.0
Environment,32003000106,Census Tract 1.06,Clark County,Nevada,Cable_B_download,1000.0,,,Cable Download Speed for Business,int,"FCC, DEC 2023",1000.0
Environment,32003000107,Census Tract 1.07,Clark County,Nevada,Cable_B_download,1000.0,,,Cable Download Speed for Business,int,"FCC, DEC 2023",1000.0
Environment,32003000108,Census Tract 1.08,Clark County,Nevada,Cable_B_download,1249.8399146211314,,,Cable Download Speed for Business,int,"FCC, DEC 2023",1249.8
Environment,32003000109,Census Tract 1.09,Clark County,Nevada,Cable_B_download,1000.0,,,Cable Download Speed for Business,int,"FCC, DEC 2023",1000.0
Environment,32003000201,Census Tract 2.01,Clark County,Nevada,Cable_B_download,1000.0,,,Cable Download Speed for Business,int,"FCC, DEC 2023",1000.0
Environment,32003000203,Census Tract 2.03,Clark County,Nevada,Cable_B_download,1035.03608951314,,,Cable Download Speed for Business,int,"FCC, DEC 2023",1035.0
Environment,32003000204,Census Tract 2.04,Clark County,Nevada,Cable_B_download,1000.0,,,Cable Download Speed for Business,int,"FCC, DEC 2023",1000.0
Environment,32003000301,Census Tract 3.01,Clark County,Nevada,Cable_B_download,1092.3527837423785,,,Cable Download Speed for Business,int,"FCC, DEC 2023",1092.4
Environment,32003000302,Census Tract 3.02,Clark County,Nevada,Cable_B_download,1220.2647134412746,,,Cable Download Speed for Business,int,"FCC, DEC 2023",1220.3
Environment,32003000401,Census Tract 4.01,Clark County,Nevada,Cable_B_download,1000.0,,,Cable Download Speed for Business,int,"FCC, DEC 2023",1000.0
Environment,32003000402,Census Tract 4.02,Clark County,Nevada,Cable_B_download,808.8820826952527,,,Cable Download Speed for Business,int,"FCC, DEC 2023",808.9
Environment,32003000403,Census Tract 4.03,Clark County,Nevada,Cable_B_download,1000.0,,,Cable Download Speed for Business,int,"FCC, DEC 2023",1000.0
Environment,32003000510,Census Tract 5.10,Clark County,Nevada,Cable_B_download,810.9594235874099,,,Cable Download Speed for Business,int,"FCC, DEC 2023",811.0
Environment,32003000513,Census Tract 5.13,Clark County,Nevada,Cable_B_download,1512.6762104894492,,,Cable Download Speed for Business,int,"FCC, DEC 2023",1512.7
Environment,32003000514,Census Tract 5.14,Clark County,Nevada,Cable_B_download,1263.4497408285954,,,Cable Download Speed for Business,int,"FCC, DEC 2023",1263.4
Environment,32003000515,Census Tract 5.15,Clark County,Nevada,Cable_B_download,1504.9723908809715,,,Cable Download Speed for Business,int,"FCC, DEC 2023",1505.0
Environment,32003000516,Census Tract 5.16,Clark County,Nevada,Cable_B_download,1592.3435638276017,,,Cable Download Speed for Business,int,"FCC, DEC 2023",1592.3
Environment,32003000517,Census Tract 5.17,Clark County,Nevada,Cable_B_download,1233.593304165874,,,Cable Download Speed for Business,int,"FCC, DEC 2023",1233.6
Environment,32003000518,Census Tract 5.18,Clark County,Nevada,Cable_B_download,1568.457830102149,,,Cable Download Speed for Business,int,"FCC, DEC 2023",1568.5
Environment,32003000519,Census Tract 5.19,Clark County,Nevada,Cable_B_download,1036.0191215186364,,,Cable Download Speed for Business,int,"FCC, DEC 2023",1036.0
Environment,32003000520,Census Tract 5.20,Clark County,Nevada,Cable_B_download,1096.056622851365,,,Cable Download Speed for Business,int,"FCC, DEC 2023",1096.1
Environment,32003000521,Census Tract 5.21,Clark County,Nevada,Cable_B_download,1000.0,,,Cable Download Speed for Business,int,"FCC, DEC 2023",1000.0
Environment,32003000522,Census Tract 5.22,Clark County,Nevada,Cable_B_download,1024.4630603333037,,,Cable Download Speed for Business,int,"FCC, DEC 2023",1024.5
Environment,32003000523,Census Tract 5.23,Clark County,Nevada,Cable_B_download,1000.0,,,Cable Download Speed for Business,int,"FCC, DEC 2023",1000.0
Environment,32003000524,Census Tract 5.24,Clark County,Nevada,Cable_B_download,1218.1682590947833,,,Cable Download Speed for Business,int,"FCC, DEC 2023",1218.2
Environment,32003000525,Census Tract 5.25,Clark County,Nevada,Cable_B_download,638.7141858839972,,,Cable Download Speed for Business,int,"FCC, DEC 2023",638.7
Environment,32003000526,Census Tract 5.26,Clark County,Nevada,Cable_B_download,1174.4145403705,,,Cable Download Speed for Business,int,"FCC, DEC 2023",1174.4
Environment,32003000527,Census Tract 5.27,Clark County,Nevada,Cable_B_download,280.7659814136863,,,Cable Download Speed for Business,int,"FCC, DEC 2023",280.8
Environment,32003000528,Census Tract 5.28,Clark County,Nevada,Cable_B_download,1000.0,,,Cable Download Speed for Business,int,"FCC, DEC 2023",1000.0
Environment,32003000600,Census Tract 6.00,Clark County,Nevada,Cable_B_download,1000.0,,,Cable Download Speed for Business,int,"FCC, DEC 2023",1000.0
Environment,32003000700,Census Tract 7.00,Clark County,Nevada,Cable_B_download,1000.0,,,Cable Download Speed for Business,int,"FCC, DEC 2023",1000.0
Environment,32003001003,Census Tract 10.03,Clark County,Nevada,Cable_B_download,1000.0,,,Cable Download Speed for Business,int,"FCC, DEC 2023",1000.0
Environment,32003001004,Census Tract 10.04,Clark County,Nevada,Cable_B_download,1000.0,,,Cable Download Speed for Business,int,"FCC, DEC 2023",1000.0
Environment,32003001005,Census Tract 10.05,Clark County,Nevada,Cable_B_download,1305.3010471204188,,,Cable Download Speed for Business,int,"FCC, DEC 2023",1305.3
Environment,32003001006,Census Tract 10.06,Clark County,Nevada,Cable_B_download,1494.2273027431245,,,Cable Download Speed for Business,int,"FCC, DEC 2023",1494.2
Environment,32003001100,Census Tract 11.00,Clark County,Nevada,Cable_B_download,1000.0,,,Cable Download Speed for Business,int,"FCC, DEC 2023",1000.0
Environment,32003001200,Census Tract 12.00,Clark County,Nevada,Cable_B_download,1288.2093437457186,,,Cable Download Speed for Business,int,"FCC, DEC 2023",1288.2
Environment,32003001300,Census Tract 13.00,Clark County,Nevada,Cable_B_download,1000.0,,,Cable Download Speed for Business,int,"FCC, DEC 2023",1000.0
Environment,32003001401,Census Tract 14.01,Clark County,Nevada,Cable_B_download,1000.0,,,Cable Download Speed for Business,int,"FCC, DEC 2023",1000.0
Environment,32003001402,Census Tract 14.02,Clark County,Nevada,Cable_B_download,1000.0,,,Cable Download Speed for Business,int,"FCC, DEC 2023",1000.0
Environment,32003001501,Census Tract 15.01,Clark County,Nevada,Cable_B_download,1100.5633868667742,,,Cable Download Speed for Business,int,"FCC, DEC 2023",1100.6
Environment,32003001502,Census Tract 15.02,Clark County,Nevada,Cable_B_download,1259.2204110559887,,,Cable Download Speed for Business,int,"FCC, DEC 2023",1259.2
Environment,32003001607,Census Tract 16.07,Clark County,Nevada,Cable_B_download,1695.137480095107,,,Cable Download Speed for Business,int,"FCC, DEC 2023",1695.1
Environment,32003001608,Census Tract 16.08,Clark County,Nevada,Cable_B_download,1814.5175027680773,,,Cable Download Speed for Business,int,"FCC, DEC 2023",1814.5
Environment,32003001609,Census Tract 16.09,Clark County,Nevada,Cable_B_download,865.7319691802451,,,Cable Download Speed for Business,int,"FCC, DEC 2023",865.7
Environment,32003001610,Census Tract 16.10,Clark County,Nevada,Cable_B_download,1063.939701897019,,,Cable Download Speed for Business,int,"FCC, DEC 2023",1063.9
Environment,32003001611,Census Tract 16.11,Clark County,Nevada,Cable_B_download,1306.1241965437332,,,Cable Download Speed for Business,int,"FCC, DEC 2023",1306.1
Environment,32003001613,Census Tract 16.13,Clark County,Nevada,Cable_B_download,479.6498346035053,,,Cable Download Speed for Business,int,"FCC, DEC 2023",479.6
Environment,32003001614,Census Tract 16.14,Clark County,Nevada,Cable_B_download,2000.0,,,Cable Download Speed for Business,int,"FCC, DEC 2023",2000.0
Environment,32003001615,Census Tract 16.15,Clark County,Nevada,Cable_B_download,1501.7630220515566,,,Cable Download Speed for Business,int,"FCC, DEC 2023",1501.8
Environment,32003001706,Census Tract 17.06,Clark County,Nevada,Cable_B_download,2000.0,,,Cable Download Speed for Business,int,"FCC, DEC 2023",2000.0
Environment,32003001707,Census Tract 17.07,Clark County,Nevada,Cable_B_download,1783.0188679245282,,,Cable Download Speed for Business,int,"FCC, DEC 2023",1783.0
Environment,32003001708,Census Tract 17.08,Clark County,Nevada,Cable_B_download,1670.925055137115,,,Cable Download Speed for Business,int,"FCC, DEC 2023",1670.9
Environment,32003001709,Census Tract 17.09,Clark County,Nevada,Cable_B_download,2000.0,,,Cable Download Speed for Business,int,"FCC, DEC 2023",2000.0
Environment,32003001710,Census Tract 17.10,Clark County,Nevada,Cable_B_download,1663.6136079189898,,,Cable Download Speed for Business,int,"FCC, DEC 2023",1663.6
Environment,32003001711,Census Tract 17.11,Clark County,Nevada,Cable_B_download,1641.7019447628204,,,Cable Download Speed for Business,int,"FCC, DEC 2023",1641.7
Environment,32003001712,Census Tract 17.12,Clark County,Nevada,Cable_B_download,2000.0,,,Cable Download Speed for Business,int,"FCC, DEC 2023",2000.0
Environment,32003001713,Census Tract 17.13,Clark County,Nevada,Cable_B_download,2000.0,,,Cable Download Speed for Business,int,"FCC, DEC 2023",2000.0
Environment,32003001714,Census Tract 17.14,Clark County,Nevada,Cable_B_download,2000.0,,,Cable Download Speed for Business,int,"FCC, DEC 2023",2000.0
Environment,32003001715,Census Tract 17.15,Clark County,Nevada,Cable_B_download,1227.56052141527,,,Cable Download Speed for Business,int,"FCC, DEC 2023",1227.6
Environment,32003001716,Census Tract 17.16,Clark County,Nevada,Cable_B_download,2000.0,,,Cable Download Speed for Business,int,"FCC, DEC 2023",2000.0
Environment,32003001717,Census Tract 17.17,Clark County,Nevada,Cable_B_download,2000.0,,,Cable Download Speed for Business,int,"FCC, DEC 2023",2000.0
Environment,32003001718,Census Tract 17.18,Clark County,Nevada,Cable_B_download,2000.0,,,Cable Download Speed for Business,int,"FCC, DEC 2023",2000.0
Environment,32003001801,Census Tract 18.01,Clark County,Nevada,Cable_B_download,1261.13759533372,,,Cable Download Speed for Business,int,"FCC, DEC 2023",1261.1
Environment,32003001803,Census Tract 18.03,Clark County,Nevada,Cable_B_download,1029.0016318053702,,,Cable Download Speed for Business,int,"FCC, DEC 2023",1029.0
Environment,32003001804,Census Tract 18.04,Clark County,Nevada,Cable_B_download,1000.0,,,Cable Download Speed for Business,int,"FCC, DEC 2023",1000.0
Environment,32003001901,Census Tract 19.01,Clark County,Nevada,Cable_B_download,1078.022419992319,,,Cable Download Speed for Business,int,"FCC, DEC 2023",1078.0
Environment,32003001902,Census Tract 19.02,Clark County,Nevada,Cable_B_download,747.1047033798156,,,Cable Download Speed for Business,int,"FCC, DEC 2023",747.1
Environment,32003002000,Census Tract 20.00,Clark County,Nevada,Cable_B_download,1243.6005199163092,,,Cable Download Speed for Business,int,"FCC, DEC 2023",1243.6
Environment,32003002201,Census Tract 22.01,Clark County,Nevada,Cable_B_download,1033.8705985579677,,,Cable Download Speed for Business,int,"FCC, DEC 2023",1033.9
Environment,32003002203,Census Tract 22.03,Clark County,Nevada,Cable_B_download,1109.826729674058,,,Cable Download Speed for Business,int,"FCC, DEC 2023",1109.8
Environment,32003002204,Census Tract 22.04,Clark County,Nevada,Cable_B_download,1000.0,,,Cable Download Speed for Business,int,"FCC, DEC 2023",1000.0
Environment,32003002206,Census Tract 22.06,Clark County,Nevada,Cable_B_download,1279.9394877568254,,,Cable Download Speed for Business,int,"FCC, DEC 2023",1279.9
Environment,32003002207,Census Tract 22.07,Clark County,Nevada,Cable_B_download,1315.9165373340231,,,Cable Download Speed for Business,int,"FCC, DEC 2023",1315.9
Environment,32003002302,Census Tract 23.02,Clark County,Nevada,Cable_B_download,1305.5555555555557,,,Cable Download Speed for Business,int,"FCC, DEC 2023",1305.6
Environment,32003002303,Census Tract 23.03,Clark County,Nevada,Cable_B_download,1000.0,,,Cable Download Speed for Business,int,"FCC, DEC 2023",1000.0
Environment,32003002403,Census Tract 24.03,Clark County,Nevada,Cable_B_download,1208.565166076547,,,Cable Download Speed for Business,int,"FCC, DEC 2023",1208.6
Environment,32003002404,Census Tract 24.04,Clark County,Nevada,Cable_B_download,1185.469733379105,,,Cable Download Speed for Business,int,"FCC, DEC 2023",1185.5
Environment,32003002405,Census Tract 24.05,Clark County,Nevada,Cable_B_download,1238.88495157099,,,Cable Download Speed for Business,int,"FCC, DEC 2023",1238.9
Environment,32003002406,Census Tract 24.06,Clark County,Nevada,Cable_B_download,1000.0,,,Cable Download Speed for Business,int,"FCC, DEC 2023",1000.0
Environment,32003002501,Census Tract 25.01,Clark County,Nevada,Cable_B_download,1364.0311396330433,,,Cable Download Speed for Business,int,"FCC, DEC 2023",1364.0
Environment,32003002504,Census Tract 25.04,Clark County,Nevada,Cable_B_download,1000.0,,,Cable Download Speed for Business,int,"FCC, DEC 2023",1000.0
Environment,32003002505,Census Tract 25.05,Clark County,Nevada,Cable_B_download,1193.456673983485,,,Cable Download Speed for Business,int,"FCC, DEC 2023",1193.5
Environment,32003002506,Census Tract 25.06,Clark County,Nevada,Cable_B_download,1000.0,,,Cable Download Speed for Business,int,"FCC, DEC 2023",1000.0
Environment,32003002603,Census Tract 26.03,Clark County,Nevada,Cable_B_download,983.87545176536,,,Cable Download Speed for Business,int,"FCC, DEC 2023",983.9
Environment,32003002604,Census Tract 26.04,Clark County,Nevada,Cable_B_download,1000.0,,,Cable Download Speed for Business,int,"FCC, DEC 2023",1000.0
Environment,32003002605,Census Tract 26.05,Clark County,Nevada,Cable_B_download,1082.367149758454,,,Cable Download Speed for Business,int,"FCC, DEC 2023",1082.4
