cat,GEOID,Tract,County,State,measure,RE,Sex,def,fmt,source,lbl,technology,value
Sufficient Broadband,56001963700,Census Tract 9637.00,Albany County,Wyoming,LBR_Fixed_Wireless_Speed_for_Residential,NA,NA,LBR Fixed Wireless Speed for Residential,int,"FCC, DEC 2023",True,terrestrial,1
Sufficient Broadband,56001963900,Census Tract 9639.00,Albany County,Wyoming,LBR_Fixed_Wireless_Speed_for_Residential,NA,NA,LBR Fixed Wireless Speed for Residential,int,"FCC, DEC 2023",True,terrestrial,1
Sufficient Broadband,56003962600,Census Tract 9626.00,Big Horn County,Wyoming,LBR_Fixed_Wireless_Speed_for_Residential,NA,NA,LBR Fixed Wireless Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,56003962700,Census Tract 9627.00,Big Horn County,Wyoming,LBR_Fixed_Wireless_Speed_for_Residential,NA,NA,LBR Fixed Wireless Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,56003962800,Census Tract 9628.00,Big Horn County,Wyoming,LBR_Fixed_Wireless_Speed_for_Residential,NA,NA,LBR Fixed Wireless Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,56005000101,Census Tract 1.01,Campbell County,Wyoming,LBR_Fixed_Wireless_Speed_for_Residential,NA,NA,LBR Fixed Wireless Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,56005000102,Census Tract 1.02,Campbell County,Wyoming,LBR_Fixed_Wireless_Speed_for_Residential,NA,NA,LBR Fixed Wireless Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,56005000103,Census Tract 1.03,Campbell County,Wyoming,LBR_Fixed_Wireless_Speed_for_Residential,NA,NA,LBR Fixed Wireless Speed for Residential,int,"FCC, DEC 2023",True,terrestrial,1
Sufficient Broadband,56005000200,Census Tract 2.00,Campbell County,Wyoming,LBR_Fixed_Wireless_Speed_for_Residential,NA,NA,LBR Fixed Wireless Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,56005000300,Census Tract 3.00,Campbell County,Wyoming,LBR_Fixed_Wireless_Speed_for_Residential,NA,NA,LBR Fixed Wireless Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,56005000400,Census Tract 4.00,Campbell County,Wyoming,LBR_Fixed_Wireless_Speed_for_Residential,NA,NA,LBR Fixed Wireless Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,56005000500,Census Tract 5.00,Campbell County,Wyoming,LBR_Fixed_Wireless_Speed_for_Residential,NA,NA,LBR Fixed Wireless Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,56005000600,Census Tract 6.00,Campbell County,Wyoming,LBR_Fixed_Wireless_Speed_for_Residential,NA,NA,LBR Fixed Wireless Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,56005000701,Census Tract 7.01,Campbell County,Wyoming,LBR_Fixed_Wireless_Speed_for_Residential,NA,NA,LBR Fixed Wireless Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,56005000702,Census Tract 7.02,Campbell County,Wyoming,LBR_Fixed_Wireless_Speed_for_Residential,NA,NA,LBR Fixed Wireless Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,56007967600,Census Tract 9676.00,Carbon County,Wyoming,LBR_Fixed_Wireless_Speed_for_Residential,NA,NA,LBR Fixed Wireless Speed for Residential,int,"FCC, DEC 2023",True,terrestrial,1
Sufficient Broadband,56007967700,Census Tract 9677.00,Carbon County,Wyoming,LBR_Fixed_Wireless_Speed_for_Residential,NA,NA,LBR Fixed Wireless Speed for Residential,int,"FCC, DEC 2023",True,terrestrial,1
Sufficient Broadband,56007967800,Census Tract 9678.00,Carbon County,Wyoming,LBR_Fixed_Wireless_Speed_for_Residential,NA,NA,LBR Fixed Wireless Speed for Residential,int,"FCC, DEC 2023",True,terrestrial,1
Sufficient Broadband,56007968000,Census Tract 9680.00,Carbon County,Wyoming,LBR_Fixed_Wireless_Speed_for_Residential,NA,NA,LBR Fixed Wireless Speed for Residential,int,"FCC, DEC 2023",True,terrestrial,1
Sufficient Broadband,56007968100,Census Tract 9681.00,Carbon County,Wyoming,LBR_Fixed_Wireless_Speed_for_Residential,NA,NA,LBR Fixed Wireless Speed for Residential,int,"FCC, DEC 2023",True,terrestrial,1
Sufficient Broadband,56009956400,Census Tract 9564.00,Converse County,Wyoming,LBR_Fixed_Wireless_Speed_for_Residential,NA,NA,LBR Fixed Wireless Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,56009956500,Census Tract 9565.00,Converse County,Wyoming,LBR_Fixed_Wireless_Speed_for_Residential,NA,NA,LBR Fixed Wireless Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,56009956600,Census Tract 9566.00,Converse County,Wyoming,LBR_Fixed_Wireless_Speed_for_Residential,NA,NA,LBR Fixed Wireless Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,56009956700,Census Tract 9567.00,Converse County,Wyoming,LBR_Fixed_Wireless_Speed_for_Residential,NA,NA,LBR Fixed Wireless Speed for Residential,int,"FCC, DEC 2023",True,terrestrial,1
Sufficient Broadband,56011950200,Census Tract 9502.00,Crook County,Wyoming,LBR_Fixed_Wireless_Speed_for_Residential,NA,NA,LBR Fixed Wireless Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,56011950300,Census Tract 9503.00,Crook County,Wyoming,LBR_Fixed_Wireless_Speed_for_Residential,NA,NA,LBR Fixed Wireless Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,56013000100,Census Tract 1.00,Fremont County,Wyoming,LBR_Fixed_Wireless_Speed_for_Residential,NA,NA,LBR Fixed Wireless Speed for Residential,int,"FCC, DEC 2023",True,terrestrial,1
Sufficient Broadband,56013000200,Census Tract 2.00,Fremont County,Wyoming,LBR_Fixed_Wireless_Speed_for_Residential,NA,NA,LBR Fixed Wireless Speed for Residential,int,"FCC, DEC 2023",True,terrestrial,1
Sufficient Broadband,56013000301,Census Tract 3.01,Fremont County,Wyoming,LBR_Fixed_Wireless_Speed_for_Residential,NA,NA,LBR Fixed Wireless Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,56013000302,Census Tract 3.02,Fremont County,Wyoming,LBR_Fixed_Wireless_Speed_for_Residential,NA,NA,LBR Fixed Wireless Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,56013000400,Census Tract 4.00,Fremont County,Wyoming,LBR_Fixed_Wireless_Speed_for_Residential,NA,NA,LBR Fixed Wireless Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,56013940100,Census Tract 9401.00,Fremont County,Wyoming,LBR_Fixed_Wireless_Speed_for_Residential,NA,NA,LBR Fixed Wireless Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,56013940201,Census Tract 9402.01,Fremont County,Wyoming,LBR_Fixed_Wireless_Speed_for_Residential,NA,NA,LBR Fixed Wireless Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,56013940202,Census Tract 9402.02,Fremont County,Wyoming,LBR_Fixed_Wireless_Speed_for_Residential,NA,NA,LBR Fixed Wireless Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,56013940301,Census Tract 9403.01,Fremont County,Wyoming,LBR_Fixed_Wireless_Speed_for_Residential,NA,NA,LBR Fixed Wireless Speed for Residential,int,"FCC, DEC 2023",True,terrestrial,1
Sufficient Broadband,56013940302,Census Tract 9403.02,Fremont County,Wyoming,LBR_Fixed_Wireless_Speed_for_Residential,NA,NA,LBR Fixed Wireless Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,56013940400,Census Tract 9404.00,Fremont County,Wyoming,LBR_Fixed_Wireless_Speed_for_Residential,NA,NA,LBR Fixed Wireless Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,56013940500,Census Tract 9405.00,Fremont County,Wyoming,LBR_Fixed_Wireless_Speed_for_Residential,NA,NA,LBR Fixed Wireless Speed for Residential,int,"FCC, DEC 2023",True,terrestrial,1
Sufficient Broadband,56015957700,Census Tract 9577.00,Goshen County,Wyoming,LBR_Fixed_Wireless_Speed_for_Residential,NA,NA,LBR Fixed Wireless Speed for Residential,int,"FCC, DEC 2023",True,terrestrial,1
Sufficient Broadband,56015957800,Census Tract 9578.00,Goshen County,Wyoming,LBR_Fixed_Wireless_Speed_for_Residential,NA,NA,LBR Fixed Wireless Speed for Residential,int,"FCC, DEC 2023",True,terrestrial,1
Sufficient Broadband,56015957900,Census Tract 9579.00,Goshen County,Wyoming,LBR_Fixed_Wireless_Speed_for_Residential,NA,NA,LBR Fixed Wireless Speed for Residential,int,"FCC, DEC 2023",True,terrestrial,1
Sufficient Broadband,56015958000,Census Tract 9580.00,Goshen County,Wyoming,LBR_Fixed_Wireless_Speed_for_Residential,NA,NA,LBR Fixed Wireless Speed for Residential,int,"FCC, DEC 2023",True,terrestrial,1
Sufficient Broadband,56017967800,Census Tract 9678.00,Hot Springs County,Wyoming,LBR_Fixed_Wireless_Speed_for_Residential,NA,NA,LBR Fixed Wireless Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,56017967900,Census Tract 9679.00,Hot Springs County,Wyoming,LBR_Fixed_Wireless_Speed_for_Residential,NA,NA,LBR Fixed Wireless Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,56019955100,Census Tract 9551.00,Johnson County,Wyoming,LBR_Fixed_Wireless_Speed_for_Residential,NA,NA,LBR Fixed Wireless Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,56019955201,Census Tract 9552.01,Johnson County,Wyoming,LBR_Fixed_Wireless_Speed_for_Residential,NA,NA,LBR Fixed Wireless Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,56019955202,Census Tract 9552.02,Johnson County,Wyoming,LBR_Fixed_Wireless_Speed_for_Residential,NA,NA,LBR Fixed Wireless Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,56021000200,Census Tract 2.00,Laramie County,Wyoming,LBR_Fixed_Wireless_Speed_for_Residential,NA,NA,LBR Fixed Wireless Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,56021000300,Census Tract 3.00,Laramie County,Wyoming,LBR_Fixed_Wireless_Speed_for_Residential,NA,NA,LBR Fixed Wireless Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,56021000401,Census Tract 4.01,Laramie County,Wyoming,LBR_Fixed_Wireless_Speed_for_Residential,NA,NA,LBR Fixed Wireless Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,56021000403,Census Tract 4.03,Laramie County,Wyoming,LBR_Fixed_Wireless_Speed_for_Residential,NA,NA,LBR Fixed Wireless Speed for Residential,int,"FCC, DEC 2023",True,terrestrial,1
Sufficient Broadband,56021000404,Census Tract 4.04,Laramie County,Wyoming,LBR_Fixed_Wireless_Speed_for_Residential,NA,NA,LBR Fixed Wireless Speed for Residential,int,"FCC, DEC 2023",True,terrestrial,1
Sufficient Broadband,56021000502,Census Tract 5.02,Laramie County,Wyoming,LBR_Fixed_Wireless_Speed_for_Residential,NA,NA,LBR Fixed Wireless Speed for Residential,int,"FCC, DEC 2023",True,terrestrial,1
Sufficient Broadband,56021000503,Census Tract 5.03,Laramie County,Wyoming,LBR_Fixed_Wireless_Speed_for_Residential,NA,NA,LBR Fixed Wireless Speed for Residential,int,"FCC, DEC 2023",True,terrestrial,1
Sufficient Broadband,56021000601,Census Tract 6.01,Laramie County,Wyoming,LBR_Fixed_Wireless_Speed_for_Residential,NA,NA,LBR Fixed Wireless Speed for Residential,int,"FCC, DEC 2023",True,terrestrial,1
Sufficient Broadband,56021000602,Census Tract 6.02,Laramie County,Wyoming,LBR_Fixed_Wireless_Speed_for_Residential,NA,NA,LBR Fixed Wireless Speed for Residential,int,"FCC, DEC 2023",True,terrestrial,1
Sufficient Broadband,56021000701,Census Tract 7.01,Laramie County,Wyoming,LBR_Fixed_Wireless_Speed_for_Residential,NA,NA,LBR Fixed Wireless Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,56021000702,Census Tract 7.02,Laramie County,Wyoming,LBR_Fixed_Wireless_Speed_for_Residential,NA,NA,LBR Fixed Wireless Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,56021000800,Census Tract 8.00,Laramie County,Wyoming,LBR_Fixed_Wireless_Speed_for_Residential,NA,NA,LBR Fixed Wireless Speed for Residential,int,"FCC, DEC 2023",True,terrestrial,1
Sufficient Broadband,56021000900,Census Tract 9.00,Laramie County,Wyoming,LBR_Fixed_Wireless_Speed_for_Residential,NA,NA,LBR Fixed Wireless Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,56021001000,Census Tract 10.00,Laramie County,Wyoming,LBR_Fixed_Wireless_Speed_for_Residential,NA,NA,LBR Fixed Wireless Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,56021001100,Census Tract 11.00,Laramie County,Wyoming,LBR_Fixed_Wireless_Speed_for_Residential,NA,NA,LBR Fixed Wireless Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,56021001200,Census Tract 12.00,Laramie County,Wyoming,LBR_Fixed_Wireless_Speed_for_Residential,NA,NA,LBR Fixed Wireless Speed for Residential,int,"FCC, DEC 2023",True,terrestrial,1
Sufficient Broadband,56021001301,Census Tract 13.01,Laramie County,Wyoming,LBR_Fixed_Wireless_Speed_for_Residential,NA,NA,LBR Fixed Wireless Speed for Residential,int,"FCC, DEC 2023",True,terrestrial,1
Sufficient Broadband,56021001302,Census Tract 13.02,Laramie County,Wyoming,LBR_Fixed_Wireless_Speed_for_Residential,NA,NA,LBR Fixed Wireless Speed for Residential,int,"FCC, DEC 2023",True,terrestrial,1
Sufficient Broadband,56021001401,Census Tract 14.01,Laramie County,Wyoming,LBR_Fixed_Wireless_Speed_for_Residential,NA,NA,LBR Fixed Wireless Speed for Residential,int,"FCC, DEC 2023",True,terrestrial,1
Sufficient Broadband,56021001402,Census Tract 14.02,Laramie County,Wyoming,LBR_Fixed_Wireless_Speed_for_Residential,NA,NA,LBR Fixed Wireless Speed for Residential,int,"FCC, DEC 2023",True,terrestrial,1
Sufficient Broadband,56021001501,Census Tract 15.01,Laramie County,Wyoming,LBR_Fixed_Wireless_Speed_for_Residential,NA,NA,LBR Fixed Wireless Speed for Residential,int,"FCC, DEC 2023",True,terrestrial,1
Sufficient Broadband,56021001502,Census Tract 15.02,Laramie County,Wyoming,LBR_Fixed_Wireless_Speed_for_Residential,NA,NA,LBR Fixed Wireless Speed for Residential,int,"FCC, DEC 2023",True,terrestrial,1
Sufficient Broadband,56021001901,Census Tract 19.01,Laramie County,Wyoming,LBR_Fixed_Wireless_Speed_for_Residential,NA,NA,LBR Fixed Wireless Speed for Residential,int,"FCC, DEC 2023",True,terrestrial,1
Sufficient Broadband,56021001902,Census Tract 19.02,Laramie County,Wyoming,LBR_Fixed_Wireless_Speed_for_Residential,NA,NA,LBR Fixed Wireless Speed for Residential,int,"FCC, DEC 2023",True,terrestrial,1
Sufficient Broadband,56021002001,Census Tract 20.01,Laramie County,Wyoming,LBR_Fixed_Wireless_Speed_for_Residential,NA,NA,LBR Fixed Wireless Speed for Residential,int,"FCC, DEC 2023",True,terrestrial,1
Sufficient Broadband,56021002002,Census Tract 20.02,Laramie County,Wyoming,LBR_Fixed_Wireless_Speed_for_Residential,NA,NA,LBR Fixed Wireless Speed for Residential,int,"FCC, DEC 2023",True,terrestrial,1
Sufficient Broadband,56021980801,Census Tract 9808.01,Laramie County,Wyoming,LBR_Fixed_Wireless_Speed_for_Residential,NA,NA,LBR Fixed Wireless Speed for Residential,int,"FCC, DEC 2023",True,terrestrial,1
Sufficient Broadband,56023978001,Census Tract 9780.01,Lincoln County,Wyoming,LBR_Fixed_Wireless_Speed_for_Residential,NA,NA,LBR Fixed Wireless Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,56023978002,Census Tract 9780.02,Lincoln County,Wyoming,LBR_Fixed_Wireless_Speed_for_Residential,NA,NA,LBR Fixed Wireless Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,56023978100,Census Tract 9781.00,Lincoln County,Wyoming,LBR_Fixed_Wireless_Speed_for_Residential,NA,NA,LBR Fixed Wireless Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,56023978200,Census Tract 9782.00,Lincoln County,Wyoming,LBR_Fixed_Wireless_Speed_for_Residential,NA,NA,LBR Fixed Wireless Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,56023978400,Census Tract 9784.00,Lincoln County,Wyoming,LBR_Fixed_Wireless_Speed_for_Residential,NA,NA,LBR Fixed Wireless Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,56025000200,Census Tract 2.00,Natrona County,Wyoming,LBR_Fixed_Wireless_Speed_for_Residential,NA,NA,LBR Fixed Wireless Speed for Residential,int,"FCC, DEC 2023",True,terrestrial,1
Sufficient Broadband,56025000300,Census Tract 3.00,Natrona County,Wyoming,LBR_Fixed_Wireless_Speed_for_Residential,NA,NA,LBR Fixed Wireless Speed for Residential,int,"FCC, DEC 2023",True,terrestrial,1
Sufficient Broadband,56025000400,Census Tract 4.00,Natrona County,Wyoming,LBR_Fixed_Wireless_Speed_for_Residential,NA,NA,LBR Fixed Wireless Speed for Residential,int,"FCC, DEC 2023",True,terrestrial,1
Sufficient Broadband,56025000501,Census Tract 5.01,Natrona County,Wyoming,LBR_Fixed_Wireless_Speed_for_Residential,NA,NA,LBR Fixed Wireless Speed for Residential,int,"FCC, DEC 2023",True,terrestrial,1
Sufficient Broadband,56025000502,Census Tract 5.02,Natrona County,Wyoming,LBR_Fixed_Wireless_Speed_for_Residential,NA,NA,LBR Fixed Wireless Speed for Residential,int,"FCC, DEC 2023",True,terrestrial,1
Sufficient Broadband,56025000601,Census Tract 6.01,Natrona County,Wyoming,LBR_Fixed_Wireless_Speed_for_Residential,NA,NA,LBR Fixed Wireless Speed for Residential,int,"FCC, DEC 2023",True,terrestrial,1
Sufficient Broadband,56025000602,Census Tract 6.02,Natrona County,Wyoming,LBR_Fixed_Wireless_Speed_for_Residential,NA,NA,LBR Fixed Wireless Speed for Residential,int,"FCC, DEC 2023",True,terrestrial,1
Sufficient Broadband,56025000700,Census Tract 7.00,Natrona County,Wyoming,LBR_Fixed_Wireless_Speed_for_Residential,NA,NA,LBR Fixed Wireless Speed for Residential,int,"FCC, DEC 2023",True,terrestrial,1
Sufficient Broadband,56025000800,Census Tract 8.00,Natrona County,Wyoming,LBR_Fixed_Wireless_Speed_for_Residential,NA,NA,LBR Fixed Wireless Speed for Residential,int,"FCC, DEC 2023",True,terrestrial,1
Sufficient Broadband,56025000901,Census Tract 9.01,Natrona County,Wyoming,LBR_Fixed_Wireless_Speed_for_Residential,NA,NA,LBR Fixed Wireless Speed for Residential,int,"FCC, DEC 2023",True,terrestrial,1
Sufficient Broadband,56025000902,Census Tract 9.02,Natrona County,Wyoming,LBR_Fixed_Wireless_Speed_for_Residential,NA,NA,LBR Fixed Wireless Speed for Residential,int,"FCC, DEC 2023",True,terrestrial,1
Sufficient Broadband,56025001000,Census Tract 10.00,Natrona County,Wyoming,LBR_Fixed_Wireless_Speed_for_Residential,NA,NA,LBR Fixed Wireless Speed for Residential,int,"FCC, DEC 2023",True,terrestrial,1
Sufficient Broadband,56025001100,Census Tract 11.00,Natrona County,Wyoming,LBR_Fixed_Wireless_Speed_for_Residential,NA,NA,LBR Fixed Wireless Speed for Residential,int,"FCC, DEC 2023",True,terrestrial,1
Sufficient Broadband,56025001200,Census Tract 12.00,Natrona County,Wyoming,LBR_Fixed_Wireless_Speed_for_Residential,NA,NA,LBR Fixed Wireless Speed for Residential,int,"FCC, DEC 2023",True,terrestrial,1
Sufficient Broadband,56025001401,Census Tract 14.01,Natrona County,Wyoming,LBR_Fixed_Wireless_Speed_for_Residential,NA,NA,LBR Fixed Wireless Speed for Residential,int,"FCC, DEC 2023",True,terrestrial,1
Sufficient Broadband,56025001602,Census Tract 16.02,Natrona County,Wyoming,LBR_Fixed_Wireless_Speed_for_Residential,NA,NA,LBR Fixed Wireless Speed for Residential,int,"FCC, DEC 2023",True,terrestrial,1
Sufficient Broadband,56025001603,Census Tract 16.03,Natrona County,Wyoming,LBR_Fixed_Wireless_Speed_for_Residential,NA,NA,LBR Fixed Wireless Speed for Residential,int,"FCC, DEC 2023",True,terrestrial,1
Sufficient Broadband,56025001700,Census Tract 17.00,Natrona County,Wyoming,LBR_Fixed_Wireless_Speed_for_Residential,NA,NA,LBR Fixed Wireless Speed for Residential,int,"FCC, DEC 2023",True,terrestrial,1
Sufficient Broadband,56025001801,Census Tract 18.01,Natrona County,Wyoming,LBR_Fixed_Wireless_Speed_for_Residential,NA,NA,LBR Fixed Wireless Speed for Residential,int,"FCC, DEC 2023",True,terrestrial,1
Sufficient Broadband,56025001802,Census Tract 18.02,Natrona County,Wyoming,LBR_Fixed_Wireless_Speed_for_Residential,NA,NA,LBR Fixed Wireless Speed for Residential,int,"FCC, DEC 2023",True,terrestrial,1
Sufficient Broadband,56027957200,Census Tract 9572.00,Niobrara County,Wyoming,LBR_Fixed_Wireless_Speed_for_Residential,NA,NA,LBR Fixed Wireless Speed for Residential,int,"FCC, DEC 2023",True,terrestrial,1
Sufficient Broadband,56029965100,Census Tract 9651.00,Park County,Wyoming,LBR_Fixed_Wireless_Speed_for_Residential,NA,NA,LBR Fixed Wireless Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,56029965200,Census Tract 9652.00,Park County,Wyoming,LBR_Fixed_Wireless_Speed_for_Residential,NA,NA,LBR Fixed Wireless Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,56029965301,Census Tract 9653.01,Park County,Wyoming,LBR_Fixed_Wireless_Speed_for_Residential,NA,NA,LBR Fixed Wireless Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,56029965302,Census Tract 9653.02,Park County,Wyoming,LBR_Fixed_Wireless_Speed_for_Residential,NA,NA,LBR Fixed Wireless Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,56029965401,Census Tract 9654.01,Park County,Wyoming,LBR_Fixed_Wireless_Speed_for_Residential,NA,NA,LBR Fixed Wireless Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,56029965402,Census Tract 9654.02,Park County,Wyoming,LBR_Fixed_Wireless_Speed_for_Residential,NA,NA,LBR Fixed Wireless Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,56029965500,Census Tract 9655.00,Park County,Wyoming,LBR_Fixed_Wireless_Speed_for_Residential,NA,NA,LBR Fixed Wireless Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,56031959100,Census Tract 9591.00,Platte County,Wyoming,LBR_Fixed_Wireless_Speed_for_Residential,NA,NA,LBR Fixed Wireless Speed for Residential,int,"FCC, DEC 2023",True,terrestrial,1
Sufficient Broadband,56031959401,Census Tract 9594.01,Platte County,Wyoming,LBR_Fixed_Wireless_Speed_for_Residential,NA,NA,LBR Fixed Wireless Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,56031959402,Census Tract 9594.02,Platte County,Wyoming,LBR_Fixed_Wireless_Speed_for_Residential,NA,NA,LBR Fixed Wireless Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,56033000100,Census Tract 1.00,Sheridan County,Wyoming,LBR_Fixed_Wireless_Speed_for_Residential,NA,NA,LBR Fixed Wireless Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,56033000200,Census Tract 2.00,Sheridan County,Wyoming,LBR_Fixed_Wireless_Speed_for_Residential,NA,NA,LBR Fixed Wireless Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,56033000300,Census Tract 3.00,Sheridan County,Wyoming,LBR_Fixed_Wireless_Speed_for_Residential,NA,NA,LBR Fixed Wireless Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,56033000400,Census Tract 4.00,Sheridan County,Wyoming,LBR_Fixed_Wireless_Speed_for_Residential,NA,NA,LBR Fixed Wireless Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,56033000501,Census Tract 5.01,Sheridan County,Wyoming,LBR_Fixed_Wireless_Speed_for_Residential,NA,NA,LBR Fixed Wireless Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,56033000502,Census Tract 5.02,Sheridan County,Wyoming,LBR_Fixed_Wireless_Speed_for_Residential,NA,NA,LBR Fixed Wireless Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,56033000600,Census Tract 6.00,Sheridan County,Wyoming,LBR_Fixed_Wireless_Speed_for_Residential,NA,NA,LBR Fixed Wireless Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,56035000101,Census Tract 1.01,Sublette County,Wyoming,LBR_Fixed_Wireless_Speed_for_Residential,NA,NA,LBR Fixed Wireless Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,56035000103,Census Tract 1.03,Sublette County,Wyoming,LBR_Fixed_Wireless_Speed_for_Residential,NA,NA,LBR Fixed Wireless Speed for Residential,int,"FCC, DEC 2023",True,terrestrial,1
Sufficient Broadband,56035000104,Census Tract 1.04,Sublette County,Wyoming,LBR_Fixed_Wireless_Speed_for_Residential,NA,NA,LBR Fixed Wireless Speed for Residential,int,"FCC, DEC 2023",True,terrestrial,1
Sufficient Broadband,56037970500,Census Tract 9705.00,Sweetwater County,Wyoming,LBR_Fixed_Wireless_Speed_for_Residential,NA,NA,LBR Fixed Wireless Speed for Residential,int,"FCC, DEC 2023",True,terrestrial,1
Sufficient Broadband,56037970601,Census Tract 9706.01,Sweetwater County,Wyoming,LBR_Fixed_Wireless_Speed_for_Residential,NA,NA,LBR Fixed Wireless Speed for Residential,int,"FCC, DEC 2023",True,terrestrial,1
Sufficient Broadband,56037970602,Census Tract 9706.02,Sweetwater County,Wyoming,LBR_Fixed_Wireless_Speed_for_Residential,NA,NA,LBR Fixed Wireless Speed for Residential,int,"FCC, DEC 2023",True,terrestrial,1
Sufficient Broadband,56037970700,Census Tract 9707.00,Sweetwater County,Wyoming,LBR_Fixed_Wireless_Speed_for_Residential,NA,NA,LBR Fixed Wireless Speed for Residential,int,"FCC, DEC 2023",True,terrestrial,1
Sufficient Broadband,56037970800,Census Tract 9708.00,Sweetwater County,Wyoming,LBR_Fixed_Wireless_Speed_for_Residential,NA,NA,LBR Fixed Wireless Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,56037970902,Census Tract 9709.02,Sweetwater County,Wyoming,LBR_Fixed_Wireless_Speed_for_Residential,NA,NA,LBR Fixed Wireless Speed for Residential,int,"FCC, DEC 2023",True,terrestrial,1
